index,CVE ID,CWE ID,project,actual_class,predicted_class,classification,comments_reason,codeLink,commit_id
177910,CVE-2017-11714,CWE-125,ghostscript,Not_Fixing,Not_Fixing,tn,Not fixing anything here,http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=671fd59eb657743aa86fbc1895cb15872a317caa,671fd59eb657743aa86fbc1895cb15872a317caa
177876,CVE-2018-15910,CWE-704,ghostscript,Fixing,Fixing,tp,use?after?free vulnerability fixed,http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=c3476dde7743761a4e1d39a631716199b696b880,c3476dde7743761a4e1d39a631716199b696b880
177860,CVE-2018-16863,CWE-78,ghostscript,Fixing,Fixing,tp,This restructuring eliminates the use?after?free condition,http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=5516c614dc33,5516c614dc33662a2afdc377159f70218e67bde5
177831,CVE-2019-14975,CWE-125,ghostscript,Not_Fixing,Not_Fixing,tn,Not fixing anything here,http://git.ghostscript.com/?p=mupdf.git;a=commit;h=97096297d409ec6f206298444ba00719607e8ba8,97096297d409ec6f206298444ba00719607e8ba8
178661,CVE-2016-9601,CWE-119,ghostscript,Fixing,Fixing,tp,The fix eliminates the integer overflows,http://git.ghostscript.com/?p=jbig2dec.git;a=commit;h=e698d5c11d27212aa1098bc5b1673a3378563092,e698d5c11d27212aa1098bc5b1673a3378563092
177810,CVE-2018-19409,,ghostscript,Fixing,Fixing,tp,The fix eliminates the sandbox escape vulnerability,https://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=661e8d8fb8248c38d67958beda32f3a5876d0c3f,661e8d8fb8248c38d67958beda32f3a5876d0c3f
178667,CVE-2016-9601,CWE-119,ghostscript,Not_Fixing,Not_Fixing,tn,this change does not fix,http://git.ghostscript.com/?p=jbig2dec.git;a=commit;h=e698d5c11d27212aa1098bc5b1673a3378563092,e698d5c11d27212aa1098bc5b1673a3378563092
178412,CVE-2016-10133,CWE-119,ghostscript,Fixing,Fixing,tp,This fix ensures that only the correct number of arguments are popped from the stack,http://git.ghostscript.com/?p=mujs.git;a=commit;h=77ab465f1c394bb77f00966cd950650f3f53cb24,77ab465f1c394bb77f00966cd950650f3f53cb24
177752,CVE-2018-1000037,CWE-20,ghostscript,Fixing,Fixing,tp,use?after?free vulnerability fixed,http://git.ghostscript.com/?p=mupdf.git;a=commitdiff;h=b2e7d38e845c7d4922d05e6e41f3a2dc1bc1b14a;hp=f51836b9732c38d945b87fda0770009a77ba680c,b2e7d38e845c7d4922d05e6e41f3a2dc1bc1b14a
177875,CVE-2018-15911,CWE-119,ghostscript,Fixing,Fixing,tp,"the entire context is zeroed before any use, eliminating the uninitialized memory read.",http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=8e9ce5016db968b40e4ec255a3005f2786cce45f,8e9ce5016db968b40e4ec255a3005f2786cce45f
177877,CVE-2018-15910,CWE-704,ghostscript,Fixing,Fixing,tp,This fixes an uninitialized pointer dereference (not this CVE),http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=c3476dde7743761a4e1d39a631716199b696b880,c3476dde7743761a4e1d39a631716199b696b880
178563,CVE-2017-17858,CWE-119,ghostscript,Fixing,Fixing,tp,This prevents the integer overflow and the subsequent heap overflow.,http://git.ghostscript.com/?p=mupdf.git;a=commit;h=55c3f68d638ac1263a386e0aaa004bb6e8bde731,55c3f68d638ac1263a386e0aaa004bb6e8bde731
178669,CVE-2016-9601,CWE-119,ghostscript,Not_Fixing,Not_Fixing,tn,Not fixing here,http://git.ghostscript.com/?p=jbig2dec.git;a=commit;h=e698d5c11d27212aa1098bc5b1673a3378563092,e698d5c11d27212aa1098bc5b1673a3378563092
178663,CVE-2016-9601,CWE-119,ghostscript,Not_Fixing,Not_Fixing,tn,Not fixing here,http://git.ghostscript.com/?p=jbig2dec.git;a=commit;h=e698d5c11d27212aa1098bc5b1673a3378563092,e698d5c11d27212aa1098bc5b1673a3378563092
177872,CVE-2018-16510,CWE-119,ghostscript,Fixing,Fixing,tp,Fixed a stack?based buffer overflow vulnerability,http://git.ghostscript.com/?p=ghostpdl.git;a=commit;h=ea735ba37dc0fd5f5622d031830b9a559dec1cc9,ea735ba37dc0fd5f5622d031830b9a559dec1cc9
178675,CVE-2016-9601,CWE-119,ghostscript,Not_Fixing,Not_Fixing,tn,Not fixing anything here,http://git.ghostscript.com/?p=jbig2dec.git;a=commit;h=e698d5c11d27212aa1098bc5b1673a3378563092,e698d5c11d27212aa1098bc5b1673a3378563092
183210,CVE-2017-11523,CWE-835,imagemagick,Fixing,Fixing,tp,"The function throws an exception and breaks out of the loop, preventing the infinite loop.",https://github.com/ImageMagick/ImageMagick/commit/83e0f8ffd7eeb7661b0ff83257da23d24ca7f078,83e0f8ffd7eeb7661b0ff83257da23d24ca7f078
181269,CVE-2017-9499,CWE-617,imagemagick,Fixing,Fixing,tp,"When parsing the image header, the number-meta-channels value is read from the file and stored in image->number_meta_channels. This value is later used as an index or size for memory operations. A maliciously crafted MPC file could specify an extremely large value for number_meta_channels",https://github.com/ImageMagick/ImageMagick/commit/7fd419441bc7103398e313558171d342c6315f44,7fd419441bc7103398e313558171d342c6315f44
180897,CVE-2017-15277,CWE-200,imagemagick,Fixing,Fixing,tp,"This zeros the entire global_colormap buffer immediately after allocation. If no global colormap is present, the decoder will now read zeroed values, preventing the information leak.",https://github.com/ImageMagick/ImageMagick/commit/9fd10cf630832b36a588c1545d8736539b2f1fb5,9fd10cf630832b36a588c1545d8736539b2f1fb5
181765,CVE-2016-10066,CWE-119,imagemagick,Fixing,Not_Fixing,fn,This ensures that the image’s pixel cache is properly allocated and validated.,https://github.com/ImageMagick/ImageMagick/commit/f6e9d0d9955e85bdd7540b251cd50d598dacc5e6,f6e9d0d9955e85bdd7540b251cd50d598dacc5e6
181750,CVE-2016-10066,CWE-119,imagemagick,Fixing,Fixing,tp,This ensures that the image’s pixel cache is properly allocated and validated. ,https://github.com/ImageMagick/ImageMagick/commit/f6e9d0d9955e85bdd7540b251cd50d598dacc5e6,f6e9d0d9955e85bdd7540b251cd50d598dacc5e6
181739,CVE-2016-10066,CWE-119,imagemagick,Fixing,Not_Fixing,fn,The patch adds a call to SetImageExtent() immediately after reading the dimensions and before decoding,https://github.com/ImageMagick/ImageMagick/commit/f6e9d0d9955e85bdd7540b251cd50d598dacc5e6,f6e9d0d9955e85bdd7540b251cd50d598dacc5e6
181576,CVE-2017-5509,CWE-787,imagemagick,Not_Fixing,Not_Fixing,tn,Not fixing anything here,https://github.com/ImageMagick/ImageMagick/commit/d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab
181207,CVE-2017-11449,CWE-20,imagemagick,Fixing,Fixing,tp,"This change ensures that the MPC decoder uses the correct I/O method, preventing the memory exhaustion condition described in the CVE.",https://github.com/ImageMagick/ImageMagick/commit/b007dd3a048097d8f58949297f5b434612e1e1a3,b007dd3a048097d8f58949297f5b434612e1e1a3
183326,CVE-2014-9907,CWE-20,imagemagick,Fixing,Fixing,tp,The patch moves the EOF check to the very beginning of the function,https://github.com/ImageMagick/ImageMagick/commit/21eae25a8db5fdcd112dbcfcd9e5c37e32d32e2f,21eae25a8db5fdcd112dbcfcd9e5c37e32d32e2f
182767,CVE-2019-13307,CWE-119,imagemagick,Fixing,Fixing,tp,This ensures that the number of allocated rows is at least the number of images in the list,https://github.com/ImageMagick/ImageMagick6/commit/91e58d967a92250439ede038ccfb0913a81e59fe,91e58d967a92250439ede038ccfb0913a81e59fe
181152,CVE-2017-12643,CWE-770,imagemagick,Not_Fixing,Not_Fixing,tn,this change does not directly fix CVE-2019-13307.,https://github.com/ImageMagick/ImageMagick/commit/9eedb5660f1704cde8e8cd784c5c2a09dd2fd60f,9eedb5660f1704cde8e8cd784c5c2a09dd2fd60f
182904,CVE-2019-7175,CWE-399,imagemagick,Fixing,Not_Fixing,fn,"This ensures that all allocated memory is released on error paths, preventing the memory leak. ",https://github.com/ImageMagick/ImageMagick/commit/1e6a3ace073c9ec9c71e439c111d23c6e66cb6ae,1e6a3ace073c9ec9c71e439c111d23c6e66cb6ae
181975,CVE-2016-7526,CWE-787,imagemagick,Fixing,Fixing,tp,"The loop now advances x by 4 positions per iteration, correctly matching the number of pixels written (4 per byte). This ensures proper indexing and prevents buffer overflows.",https://github.com/ImageMagick/ImageMagick/commit/b6ae2f9e0ab13343c0281732d479757a8e8979c7,b6ae2f9e0ab13343c0281732d479757a8e8979c7
180932,CVE-2017-14174,CWE-834,imagemagick,Not_Fixing,Not_Fixing,tn,"Therefore, while the change improves robustness, it is not the fix for CVE‑2017‑14174.",https://github.com/ImageMagick/ImageMagick/commit/f68a98a9d385838a1c73ec960a14102949940a64,f68a98a9d385838a1c73ec960a14102949940a64
180928,CVE-2017-14341,CWE-400,imagemagick,Fixing,Fixing,tp,"This ensures that the claimed record length does not exceed the total size of the input file. If it does, the decoder immediately raises an error and stops, preventing the exhaustion or overflow.",https://github.com/ImageMagick/ImageMagick/commit/4eae304e773bad8a876c3c26fdffac24d4253ae4,4eae304e773bad8a876c3c26fdffac24d4253ae4
181157,CVE-2017-12427,CWE-772,imagemagick,Fixing,Fixing,tp,"All allocated resources are now freed before the function returns, eliminating the memory leak.",https://github.com/ImageMagick/ImageMagick/commit/e793eb203e5e0f91f5037aed6585e81b1e27395b,e793eb203e5e0f91f5037aed6585e81b1e27395b
181736,CVE-2016-10066,CWE-119,imagemagick,Fixing,Fixing,tp,This ensures that the image dimensions are validated and the pixel cache is properly allocated before decoding begins.,https://github.com/ImageMagick/ImageMagick/commit/f6e9d0d9955e85bdd7540b251cd50d598dacc5e6,f6e9d0d9955e85bdd7540b251cd50d598dacc5e6
181744,CVE-2016-10066,CWE-119,imagemagick,Fixing,Fixing,tp,"If the dimensions are invalid (e.g., too large), the function fails safely, preventing the overflow.",https://github.com/ImageMagick/ImageMagick/commit/f6e9d0d9955e85bdd7540b251cd50d598dacc5e6,f6e9d0d9955e85bdd7540b251cd50d598dacc5e6
182213,CVE-2018-16643,CWE-20,imagemagick,Not_Fixing,Fixing,fp,"This ensures that if a write error occurs (e.g., disk full), the loop stops. However, this does not address the integer overflow or the heap buffer overflow.",https://github.com/ImageMagick/ImageMagick/commit/6b6bff054d569a77973f2140c0e86366e6168a6c,6b6bff054d569a77973f2140c0e86366e6168a6c
183122,CVE-2016-5842,CWE-125,imagemagick,Not_Fixing,Not_Fixing,tn,Not fixing anything here,https://github.com/ImageMagick/ImageMagick/commit/d8ab7f046587f2e9f734b687ba7e6e10147c294b,d8ab7f046587f2e9f734b687ba7e6e10147c294b
180910,CVE-2017-15033,CWE-772,imagemagick,Fixing,Fixing,tp,The added cleanup does not prevent the overflow from occurring.,https://github.com/ImageMagick/ImageMagick/commit/ef8f40689ac452398026c07da41656a7c87e4683,ef8f40689ac452398026c07da41656a7c87e4683
180817,CVE-2017-17853,CWE-119,linux,Fixing,Fixing,tp,This discards any existing signed bounds and relies on later steps (__update_reg_bounds(dst_reg)) to infer safe bounds from the unsigned range and the var_off (bitwise known bits),https://github.com/torvalds/linux/commit/4374f256ce8182019353c0c639bb8d0695b4c941,4374f256ce8182019353c0c639bb8d0695b4c941
178949,CVE-2011-2918,CWE-399,linux,Not_Fixing,Not_Fixing,tn,Not fixing anything here,https://github.com/torvalds/linux/commit/a8b0ca17b80e92faab46ee7179ba9e99ccb61233,a8b0ca17b80e92faab46ee7179ba9e99ccb61233
178750,CVE-2012-3520,CWE-287,linux,Fixing,Fixing,tp,"This closes the spoofing vector, preventing an unprivileged user from impersonating another process over netlink.",https://github.com/torvalds/linux/commit/e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea,e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea
181451,CVE-2017-7374,CWE-416,linux,Fixing,Fixing,tp,The lines that were removed (the error‑prone dereference) are exactly the ones that caused the vulnerability. ,https://github.com/torvalds/linux/commit/1b53cf9815bb4744958d41f3795d5d5a1d365e2d,1b53cf9815bb4744958d41f3795d5d5a1d365e2d
179360,CVE-2012-6538,CWE-200,linux,Fixing,Fixing,tp,"This line ensures that no more than sizeof(algo->alg_name) bytes are copied, preventing an overflow if auth->alg_name is too long.",https://github.com/torvalds/linux/commit/4c87308bdea31a7b4828a51f6156e6f721a1fcc9,4c87308bdea31a7b4828a51f6156e6f721a1fcc9
179271,CVE-2013-1943,CWE-20,linux,Fixing,Not_Fixing,fn,"if the memory range is not accessible for writing, the function jumps to out and returns -EINVAL, preventing the kernel from operating on invalid userspace pointers.",https://github.com/torvalds/linux/commit/fa3d315a4ce2c0891cdde262562e710d95fba19e,fa3d315a4ce2c0891cdde262562e710d95fba19e
179222,CVE-2013-2850,CWE-119,linux,Fixing,Fixing,tp,"ensure that the copy operation never exceeds the destination buffer and that the result is always null‑terminated, preventing an overflow",https://github.com/torvalds/linux/commit/cea4dcfdad926a27a18e188720efe0f2c9403456,cea4dcfdad926a27a18e188720efe0f2c9403456
179006,CVE-2011-2918,CWE-399,linux,Fixing,Not_Fixing,fn,That extra argument caused the function to misinterpret the buffer size or flags,https://github.com/torvalds/linux/commit/a8b0ca17b80e92faab46ee7179ba9e99ccb61233,a8b0ca17b80e92faab46ee7179ba9e99ccb61233
181435,CVE-2017-7533,CWE-362,linux,Fixing,Fixing,tp,"The vulnerability was a use‑after‑free race condition in vfs_rename, where the old dentry name could be freed while still being used by the fsnotify_move call.",https://github.com/torvalds/linux/commit/49d31c2f389acfe83417083e1208422b4091cd9e,49d31c2f389acfe83417083e1208422b4091cd9e
178930,CVE-2011-3209,CWE-189,linux,Not_Fixing,Not_Fixing,tn,fix was inside a call function not here,https://github.com/torvalds/linux/commit/f8bd2258e2d520dff28c855658bd24bdafb5102d,f8bd2258e2d520dff28c855658bd24bdafb5102d
180944,CVE-2017-14106,CWE-369,linux,Fixing,Fixing,tp,"an assignment that ensures a valid minimum value, preventing the division-by-zero issue",https://github.com/torvalds/linux/commit/499350a5a6e7512d9ed369ed63a4244b6536f4f8,499350a5a6e7512d9ed369ed63a4244b6536f4f8
181448,CVE-2017-7472,CWE-404,linux,Fixing,Fixing,tp,"The fix simply removes the assertion, allowing the function to continue without crashing.",https://github.com/torvalds/linux/commit/c9f838d104fed6f2f61d68164712e3204bf5271b,c9f838d104fed6f2f61d68164712e3204bf5271b
182897,CVE-2019-9003,CWE-416,linux,Fixing,Not_Fixing,fn,New cleanup function called,https://github.com/torvalds/linux/commit/77f8269606bf95fcb232ee86f6da80886f1dfae8,77f8269606bf95fcb232ee86f6da80886f1dfae8
180535,CVE-2016-3134,CWE-119,linux,Not_Fixing,Not_Fixing,tn, this change alone does not perform what the CVE required,https://github.com/torvalds/linux/commit/54d83fc74aa9ec72794373cb47432c5f7fb1a309,54d83fc74aa9ec72794373cb47432c5f7fb1a309
178899,CVE-2011-4112,CWE-264,linux,Fixing,Fixing,tp,The after version adds IFF_TX_SKB_SHARING to the flags being cleared,https://github.com/torvalds/linux/commit/550fd08c2cebad61c548def135f67aba284c6162,550fd08c2cebad61c548def135f67aba284c6162
180662,CVE-2015-8839,CWE-362,linux,Fixing,Fixing,tp,The vulnerability was a race condition in ext4_punch_hole() that could lead to page cache corruption.,https://github.com/torvalds/linux/commit/ea3d7209ca01da209cda6f0dea8be9cc4b7a933b,ea3d7209ca01da209cda6f0dea8be9cc4b7a933b
179808,CVE-2015-2925,CWE-254,linux,Fixing,Fixing,tp,This is a clear logical fix – adding a condition that handles an error scenario,https://github.com/torvalds/linux/commit/397d425dc26da728396e66d392d5dcb8dac30c37,397d425dc26da728396e66d392d5dcb8dac30c37
178765,CVE-2012-2669,CWE-20,linux,Fixing,Fixing,tp,"The main fix is the addition of a check for the message's origin. The code now verifies that the nl_pid (Netlink Process ID) of the sender is zero (addr.nl_pid), which is the designated ID for the kernel",https://github.com/torvalds/linux/commit/bcc2c9c3fff859e0eb019fe6fec26f9b8eba795c,bcc2c9c3fff859e0eb019fe6fec26f9b8eba795c
178760,CVE-2012-3375,,linux,Fixing,Not_Fixing,fn,"The patched version clears the list before jumping to the error path, ensuring proper cleanup and preventing the double-free.",https://github.com/torvalds/linux/commit/13d518074a952d33d47c428419693f63389547e9,13d518074a952d33d47c428419693f63389547e9
178912,CVE-2011-4097,CWE-189,linux,Fixing,Not_Fixing,fn,long avoids the overflow,https://github.com/torvalds/linux/commit/56c6a8a4aadca809e04276eabe5552935c51387f,56c6a8a4aadca809e04276eabe5552935c51387f
186833,CVE-2018-6063,CWE-787,chrome,Fixing,Not_Fixing,fn,"The patched version explicitly passes kReadOnly, making the buffer read-only in the compositor.",https://github.com/chromium/chromium/commit/673ce95d481ea9368c4d4d43ac756ba1d6d9e608,673ce95d481ea9368c4d4d43ac756ba1d6d9e608
184278,CVE-2012-5108,CWE-362,chrome,Fixing,Fixing,tp,"The ""after"" code removes the lock (`audio_thread_lock_`) ",https://github.com/chromium/chromium/commit/6d2aef28cb0b677af468ebf3e32a176a7c37086e,6d2aef28cb0b677af468ebf3e32a176a7c37086e
183807,CVE-2011-2875,CWE-20,chrome,Not_Fixing,Not_Fixing,tn,it does not address the root cause of CVE-2011-2875.,https://github.com/chromium/chromium/commit/ab5e55ff333def909d025ac45da9ffa0d88a63f2,ab5e55ff333def909d025ac45da9ffa0d88a63f2
187259,CVE-2018-6140,CWE-20,chrome,Fixing,Not_Fixing,fn,eliminating the use-after-free condition.,https://github.com/chromium/chromium/commit/2aec794f26098c7a361c27d7c8f57119631cca8a,2aec794f26098c7a361c27d7c8f57119631cca8a
185072,CVE-2013-0886,,chrome,Fixing,Fixing,tp,address improper damage region handling and buffer synchronization,https://github.com/chromium/chromium/commit/18d67244984a574ba2dd8779faabc0e3e34f4b76,18d67244984a574ba2dd8779faabc0e3e34f4b76
184943,CVE-2013-2870,CWE-399,chrome,Not_Fixing,Not_Fixing,tn,The change from `context_.get()` to `context_` is merely a stylistic adjustment,https://github.com/chromium/chromium/commit/ca8cc70b2de822b939f87effc7c2b83bac280a44,ca8cc70b2de822b939f87effc7c2b83bac280a44
184854,CVE-2013-6630,CWE-189,chrome,Not_Fixing,Not_Fixing,tn,"The change is minimal and targeted, addressing the specific unsafe array size calculation that could cause memory corruption. But the fix was not happened here.",https://github.com/chromium/chromium/commit/805eabb91d386c86bd64336c7643f6dfa864151d,805eabb91d386c86bd64336c7643f6dfa864151d
184393,CVE-2012-2891,CWE-200,chrome,Not_Fixing,Not_Fixing,tn,This appears to be a code refactoring rather than a security fix.,https://github.com/chromium/chromium/commit/116d0963cadfbf55ef2ec3d13781987c4d80517a,116d0963cadfbf55ef2ec3d13781987c4d80517a
187238,CVE-2018-6125,,chrome,Not_Fixing,Not_Fixing,tn,the 'after' code alone does not properly fix the CVE vulnerability.,https://github.com/chromium/chromium/commit/ac149a8d4371c0e01e0934fdd57b09e86f96b5b9,ac149a8d4371c0e01e0934fdd57b09e86f96b5b9
184216,CVE-2012-5112,CWE-399,chrome,Not_Fixing,Not_Fixing,tn,the after code doen't have a function body,https://github.com/chromium/chromium/commit/7bc64304a46b76928da4149693bb4e60907e54c8,7bc64304a46b76928da4149693bb4e60907e54c8
186986,CVE-2019-5838,CWE-20,chrome,Fixing,Not_Fixing,fn,This change ensures capture is only allowed when the extension has appropriate permissions.,https://github.com/chromium/chromium/commit/0660e08731fd42076d7242068e9eaed1482b14d5,0660e08731fd42076d7242068e9eaed1482b14d5
187255,CVE-2018-6138,CWE-20,chrome,Not_Fixing,Not_Fixing,tn,No. The change shown only modifies test verification logic,https://github.com/chromium/chromium/commit/0aca6bc05a263ea9eafee515fc6ba14da94c1964,0aca6bc05a263ea9eafee515fc6ba14da94c1964
186444,CVE-2017-5009,CWE-119,chrome,Not_Fixing,Not_Fixing,tn,The provided change alone appears to be an instrumentation update rather than a security fix.,https://github.com/chromium/chromium/commit/1c40f9042ae2d6ee7483d72998aabb5e73b2ff60,1c40f9042ae2d6ee7483d72998aabb5e73b2ff60
184061,CVE-2011-2350,CWE-20,chrome,Not_Fixing,Not_Fixing,tn,"does not address the underlying vulnerability, which is a type confusion issue related",https://github.com/chromium/chromium/commit/b944f670bb7a8a919daac497a4ea0536c954c201,b944f670bb7a8a919daac497a4ea0536c954c201
186632,CVE-2018-17468,CWE-200,chrome,Fixing,Not_Fixing,fn,stopping the transmission of sensitive timing data.,https://github.com/chromium/chromium/commit/5fe74f831fddb92afa5ddfe46490bb49f083132b,5fe74f831fddb92afa5ddfe46490bb49f083132b
185852,CVE-2015-1265,,chrome,Fixing,Not_Fixing,fn,preventing a use-after-free scenario,https://github.com/chromium/chromium/commit/ce1a9c0e454b08c96ca73788a1b4dccb405ce027,ce1a9c0e454b08c96ca73788a1b4dccb405ce027
183835,CVE-2011-2839,CWE-20,chrome,Fixing,Fixing,tp,Loop condition fixed,https://github.com/chromium/chromium/commit/c63f2b7fe4fe2977f858a8e36d5f48db17eff2e7,c63f2b7fe4fe2977f858a8e36d5f48db17eff2e7
183827,CVE-2011-2828,CWE-119,chrome,Fixing,Fixing,tp," The fix ensures the callback is always invoked, with a default color (`#919191`) for invalid favicons, and properly manages the `color_value` object's lifetime using `scoped_ptr`.",https://github.com/chromium/chromium/commit/abbd2f4b36da8c89e6f3002eb84f60064a6ff067,abbd2f4b36da8c89e6f3002eb84f60064a6ff067
184099,CVE-2011-1300,CWE-189,chrome,Not_Fixing,Not_Fixing,tn,"The provided """"after"""" code is incomplete and non-functional",https://github.com/chromium/chromium/commit/b3ae5db129f88dae153880e84bdabea8ce2ca89b,b3ae5db129f88dae153880e84bdabea8ce2ca89b
184835,CVE-2013-6640,CWE-119,chrome,Fixing,Not_Fixing,fn,corrects the field access to match the expected protobuf structure,https://github.com/chromium/chromium/commit/516abadc2553489ce28faeea4917280032fbe91d,516abadc2553489ce28faeea4917280032fbe91d
187587,CVE-2016-3751,,android,Not_Fixing,Not_Fixing,tn,"Since the state machine logic remains identical between the """"before"""" and """"after"""" code, the core vulnerability is not addressed by this change.",https://android.googlesource.com/platform/external/libpng/+/9d4853418ab2f754c2b63e091c29c5529b8b86ca,9d4853418ab2f754c2b63e091c29c5529b8b86ca
187410,CVE-2016-3922,CWE-264,android,Not_Fixing,Fixing,fp,This is a conditional change but not fixing the corresponding vulnerability,https://android.googlesource.com/platform/hardware/ril/+/95610818918f6f11fe7d23aca1380e6c0fac2af0,95610818918f6f11fe7d23aca1380e6c0fac2af0
187922,CVE-2016-1503,CWE-119,android,Fixing,Fixing,tp,Fixes vulnerability by correcting the length validation logic.,https://android.googlesource.com/platform/external/dhcpcd/+/1390ace71179f04a09c300ee8d0300aa69d9db09,1390ace71179f04a09c300ee8d0300aa69d9db09
187860,CVE-2016-2464,CWE-20,android,Fixing,Fixing,tp,The fix replaces debug-only `assert()` statements with runtime error checks,https://android.googlesource.com/platform/external/libvpx/+/cc274e2abe8b2a6698a5c47d8aa4bb45f1f9538d,cc274e2abe8b2a6698a5c47d8aa4bb45f1f9538d
187816,CVE-2016-2480,CWE-20,android,Fixing,Fixing,tp,"The fix introduces size validation for each OMX parameter structure, mitigating the buffer overflow vulnerability.",https://android.googlesource.com/platform/hardware/qcom/media/+/560ccdb509a7b86186fac0fce1b25bd9a3e6a6e8,560ccdb509a7b86186fac0fce1b25bd9a3e6a6e8
187644,CVE-2016-3751,,android,Not_Fixing,Not_Fixing,tn,"No. The change simply replaces the `PNG_CONST` macro with the `const` keyword, which is a trivial syntactic adjustment and does not address the NULL pointer dereference",https://android.googlesource.com/platform/external/libpng/+/9d4853418ab2f754c2b63e091c29c5529b8b86ca,9d4853418ab2f754c2b63e091c29c5529b8b86ca
187568,CVE-2016-3819,CWE-119,android,Fixing,Fixing,tp,"The vulnerability is an integer overflow in the calculation `picSizeInMbs * 384 + 32 + 15`. The after code adds a check to ensure that `picSizeInMbs` does not cause the multiplication to exceed `UINT32_MAX`, preventing the overflow",https://android.googlesource.com/platform/frameworks/av/+/590d1729883f700ab905cdc9ad850f3ddd7e1f56,590d1729883f700ab905cdc9ad850f3ddd7e1f56
188475,CVE-2016-1621,CWE-119,android,Not_Fixing,Not_Fixing,tn,"The provided """"after"""" code is incomplete and does not show any meaningful changes",https://android.googlesource.com/platform/external/libvpx/+/04839626ed859623901ebd3a5fd483982186b59d,04839626ed859623901ebd3a5fd483982186b59d
187537,CVE-2016-3829,CWE-172,android,Not_Fixing,Not_Fixing,tn,the critical fix for the use-after-free likely involves additional changes elsewhere (not shown here),https://android.googlesource.com/platform/external/libavc/+/326fe991a4b7971e8aeaf4ac775491dd8abd85bb,326fe991a4b7971e8aeaf4ac775491dd8abd85bb
188568,CVE-2016-1621,CWE-119,android,Not_Fixing,Not_Fixing,tn,"The code shown is from a test setup, not the actual library code containing the vulnerability.",https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426,5a9753fca56f0eeb9f61e342b2fccffc364f9426
188223,CVE-2016-2476,CWE-119,android,Not_Fixing,Not_Fixing,tn,The root cause of the integer overflow remains unpatched in this snippet.,https://android.googlesource.com/platform/frameworks/av/+/295c883fe3105b19bcd0f9e07d54c6b589fc5bff,295c883fe3105b19bcd0f9e07d54c6b589fc5bff
187424,CVE-2016-3909,CWE-264,android,Fixing,Fixing,tp,"This prevents the division by zero, addressing the root cause of the vulnerability.  ",https://android.googlesource.com/platform/frameworks/av/+/d4271b792bdad85a80e2b83ab34c4b30b74f53ec,d4271b792bdad85a80e2b83ab34c4b30b74f53ec
187420,CVE-2016-3913,CWE-264,android,Partial,Fixing,fp,It's a partial fix. The fix alone doesn't fully address the vulnerability.,https://android.googlesource.com/platform/frameworks/av/+/0c3b93c8c2027e74af642967eee5c142c8fd185d,0c3b93c8c2027e74af642967eee5c142c8fd185d
187550,CVE-2016-3824,CWE-119,android,Fixing,Not_Fixing,fn,The patch is not correct but the fix the corresponding CVE,https://android.googlesource.com/platform/frameworks/av/+/b351eabb428c7ca85a34513c64601f437923d576,b351eabb428c7ca85a34513c64601f437923d576
187806,CVE-2016-2482,CWE-119,android,Fixing,Fixing,tp,The after code adds bitmask checks,https://android.googlesource.com/platform/hardware/qcom/media/+/46e305be6e670a5a0041b0b4861122a0f1aabefa,46e305be6e670a5a0041b0b4861122a0f1aabefa
187835,CVE-2016-2464,CWE-20,android,Not_Fixing,Fixing,fp,The two versions are functionally identical,https://android.googlesource.com/platform/external/libvpx/+/cc274e2abe8b2a6698a5c47d8aa4bb45f1f9538d,cc274e2abe8b2a6698a5c47d8aa4bb45f1f9538d
188393,CVE-2016-1621,CWE-119,android,Not_Fixing,Not_Fixing,tn,"The provided """"after"""" code is only the function signature, without the implementation. ",https://android.googlesource.com/platform/external/libvpx/+/04839626ed859623901ebd3a5fd483982186b59d,04839626ed859623901ebd3a5fd483982186b59d
188591,CVE-2016-1621,CWE-119,android,Fixing,Fixing,tp,"The ""after"" code eliminates the source of the vulnerability by removing the UINT_MAX argument from the ReferenceSAD function call and correcting the test's logic.",https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426,5a9753fca56f0eeb9f61e342b2fccffc364f9426
187413,CVE-2016-3921,CWE-264,android,Fixing,Fixing,tp,he fix prevents the buffer over-read by rejecting non-null-terminated commands entirely,https://android.googlesource.com/platform/system/core/+/771ab014c24a682b32990da08e87e2f0ab765bd2,771ab014c24a682b32990da08e87e2f0ab765bd2
188508,CVE-2016-1621,CWE-119,android,Not_Fixing,Not_Fixing,tn,This modification does not address the root cause of the buffer overflow.,https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426,5a9753fca56f0eeb9f61e342b2fccffc364f9426
